,Geography,Geographic Area Name,Geographic Area Name.1,State Name_x,State FIPS_x,Estimate!!Households!!Total,Margin of Error!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Margin of Error!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,FIPS,Vaccine,Geography Type,State Name_y,State FIPS_y,Survey Year,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
1759,0500000US21117,"Kenton County, Kentucky",Kenton County,Kentucky,21.0,65362,1218,4.6,1.3,4.2,1.3,7.2,1.9,7.3,1.5,14.0,2.4,16.1,2.1,13.0,2.3,20.0,2.9,7.9,1.8,5.6,1.5,68849,5525,89473,6209,29.2,(X),(X),(X),(X),(X),39590,2291,2.9,1.5,1.9,1.0,5.2,2.4,3.9,1.5,12.3,2.4,15.4,2.8,13.9,2.8,27.2,4.1,9.6,2.3,7.6,2.1,90817,5798,104451,6766,(X),(X),29.7,(X),(X),(X),29194,2087,0.4,0.5,1.3,1,2.6,1.9,2.6,1.3,8.4,2.1,13.9,3,16.2,3.5,32.2,4.7,12.4,3,10,2.9,104138,5682,N,N,(X),(X),(X),(X),(X),(X),25772,2409,7.7,2.5,7.7,2.8,10.3,2.7,12.7,3,18,4.4,17.4,3.9,10,3.2,8.9,2.9,5.1,3.1,2.1,1.2,45484,3032,64213,8355,(X),(X),(X),(X),28.0,(X),21117,Pneumococcal,Counties,Kenton,,2019,18-64 Years at Increased Risk,Overall,35.5,33.6 to 37.4,
1761,0500000US21117,"Kenton County, Kentucky",Kenton County,Kentucky,21.0,65362,1218,4.6,1.3,4.2,1.3,7.2,1.9,7.3,1.5,14.0,2.4,16.1,2.1,13.0,2.3,20.0,2.9,7.9,1.8,5.6,1.5,68849,5525,89473,6209,29.2,(X),(X),(X),(X),(X),39590,2291,2.9,1.5,1.9,1.0,5.2,2.4,3.9,1.5,12.3,2.4,15.4,2.8,13.9,2.8,27.2,4.1,9.6,2.3,7.6,2.1,90817,5798,104451,6766,(X),(X),29.7,(X),(X),(X),29194,2087,0.4,0.5,1.3,1,2.6,1.9,2.6,1.3,8.4,2.1,13.9,3,16.2,3.5,32.2,4.7,12.4,3,10,2.9,104138,5682,N,N,(X),(X),(X),(X),(X),(X),25772,2409,7.7,2.5,7.7,2.8,10.3,2.7,12.7,3,18,4.4,17.4,3.9,10,3.2,8.9,2.9,5.1,3.1,2.1,1.2,45484,3032,64213,8355,(X),(X),(X),(X),28.0,(X),21117,Td or Tdap,Counties,Kenton,,2019,≥18 Years,Overall,70.1,68.4 to 71.9,
1763,0500000US21117,"Kenton County, Kentucky",Kenton County,Kentucky,21.0,65362,1218,4.6,1.3,4.2,1.3,7.2,1.9,7.3,1.5,14.0,2.4,16.1,2.1,13.0,2.3,20.0,2.9,7.9,1.8,5.6,1.5,68849,5525,89473,6209,29.2,(X),(X),(X),(X),(X),39590,2291,2.9,1.5,1.9,1.0,5.2,2.4,3.9,1.5,12.3,2.4,15.4,2.8,13.9,2.8,27.2,4.1,9.6,2.3,7.6,2.1,90817,5798,104451,6766,(X),(X),29.7,(X),(X),(X),29194,2087,0.4,0.5,1.3,1,2.6,1.9,2.6,1.3,8.4,2.1,13.9,3,16.2,3.5,32.2,4.7,12.4,3,10,2.9,104138,5682,N,N,(X),(X),(X),(X),(X),(X),25772,2409,7.7,2.5,7.7,2.8,10.3,2.7,12.7,3,18,4.4,17.4,3.9,10,3.2,8.9,2.9,5.1,3.1,2.1,1.2,45484,3032,64213,8355,(X),(X),(X),(X),28.0,(X),21117,Pneumococcal,Counties,Kenton,,2019,≥65 Years,Overall,74.7,72.7 to 76.6,
1765,0500000US21117,"Kenton County, Kentucky",Kenton County,Kentucky,21.0,65362,1218,4.6,1.3,4.2,1.3,7.2,1.9,7.3,1.5,14.0,2.4,16.1,2.1,13.0,2.3,20.0,2.9,7.9,1.8,5.6,1.5,68849,5525,89473,6209,29.2,(X),(X),(X),(X),(X),39590,2291,2.9,1.5,1.9,1.0,5.2,2.4,3.9,1.5,12.3,2.4,15.4,2.8,13.9,2.8,27.2,4.1,9.6,2.3,7.6,2.1,90817,5798,104451,6766,(X),(X),29.7,(X),(X),(X),29194,2087,0.4,0.5,1.3,1,2.6,1.9,2.6,1.3,8.4,2.1,13.9,3,16.2,3.5,32.2,4.7,12.4,3,10,2.9,104138,5682,N,N,(X),(X),(X),(X),(X),(X),25772,2409,7.7,2.5,7.7,2.8,10.3,2.7,12.7,3,18,4.4,17.4,3.9,10,3.2,8.9,2.9,5.1,3.1,2.1,1.2,45484,3032,64213,8355,(X),(X),(X),(X),28.0,(X),21117,Tdap,Counties,Kenton,,2019,≥18 Years,Overall,42.0,39.0 to 45.1,
1766,0500000US21145,"McCracken County, Kentucky",McCracken County,Kentucky,21.0,28363,1234,6.8,2.6,6.4,2.5,13.2,3.2,14.8,4.1,13.0,3.5,18.9,4.2,9.0,2.7,11.9,3.3,2.6,1.2,3.5,1.9,45084,5521,69078,8601,40.2,(X),(X),(X),(X),(X),17412,1576,5.0,3.8,2.3,1.4,6.9,3.3,13.8,5.0,10.3,3.7,22.4,5.2,13.9,4.1,17.8,4.6,3.0,1.5,4.7,3.0,64567,10431,80818,10275,(X),(X),31.5,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76324,5976,N,N,(X),(X),(X),(X),(X),(X),10951,1568,13.2,5.5,10.9,4.5,24.1,6.5,14.8,5.2,16.8,6.6,16.4,6.5,0.6,0.8,0,1.5,1.7,2,1.5,1.7,25990,4130,47774,17601,(X),(X),(X),(X),50.8,(X),21145,Pneumococcal,Counties,McCracken,,2019,≥65 Years,Overall,74.5,72.8 to 76.2,
1772,0500000US21145,"McCracken County, Kentucky",McCracken County,Kentucky,21.0,28363,1234,6.8,2.6,6.4,2.5,13.2,3.2,14.8,4.1,13.0,3.5,18.9,4.2,9.0,2.7,11.9,3.3,2.6,1.2,3.5,1.9,45084,5521,69078,8601,40.2,(X),(X),(X),(X),(X),17412,1576,5.0,3.8,2.3,1.4,6.9,3.3,13.8,5.0,10.3,3.7,22.4,5.2,13.9,4.1,17.8,4.6,3.0,1.5,4.7,3.0,64567,10431,80818,10275,(X),(X),31.5,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76324,5976,N,N,(X),(X),(X),(X),(X),(X),10951,1568,13.2,5.5,10.9,4.5,24.1,6.5,14.8,5.2,16.8,6.6,16.4,6.5,0.6,0.8,0,1.5,1.7,2,1.5,1.7,25990,4130,47774,17601,(X),(X),(X),(X),50.8,(X),21145,Pneumococcal,Counties,McCracken,,2019,18-64 Years at Increased Risk,Overall,35.3,33.6 to 37.1,
1774,0500000US21145,"McCracken County, Kentucky",McCracken County,Kentucky,21.0,28363,1234,6.8,2.6,6.4,2.5,13.2,3.2,14.8,4.1,13.0,3.5,18.9,4.2,9.0,2.7,11.9,3.3,2.6,1.2,3.5,1.9,45084,5521,69078,8601,40.2,(X),(X),(X),(X),(X),17412,1576,5.0,3.8,2.3,1.4,6.9,3.3,13.8,5.0,10.3,3.7,22.4,5.2,13.9,4.1,17.8,4.6,3.0,1.5,4.7,3.0,64567,10431,80818,10275,(X),(X),31.5,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76324,5976,N,N,(X),(X),(X),(X),(X),(X),10951,1568,13.2,5.5,10.9,4.5,24.1,6.5,14.8,5.2,16.8,6.6,16.4,6.5,0.6,0.8,0,1.5,1.7,2,1.5,1.7,25990,4130,47774,17601,(X),(X),(X),(X),50.8,(X),21145,Td or Tdap,Counties,McCracken,,2019,≥18 Years,Overall,71.9,70.3 to 73.4,
1776,0500000US21145,"McCracken County, Kentucky",McCracken County,Kentucky,21.0,28363,1234,6.8,2.6,6.4,2.5,13.2,3.2,14.8,4.1,13.0,3.5,18.9,4.2,9.0,2.7,11.9,3.3,2.6,1.2,3.5,1.9,45084,5521,69078,8601,40.2,(X),(X),(X),(X),(X),17412,1576,5.0,3.8,2.3,1.4,6.9,3.3,13.8,5.0,10.3,3.7,22.4,5.2,13.9,4.1,17.8,4.6,3.0,1.5,4.7,3.0,64567,10431,80818,10275,(X),(X),31.5,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76324,5976,N,N,(X),(X),(X),(X),(X),(X),10951,1568,13.2,5.5,10.9,4.5,24.1,6.5,14.8,5.2,16.8,6.6,16.4,6.5,0.6,0.8,0,1.5,1.7,2,1.5,1.7,25990,4130,47774,17601,(X),(X),(X),(X),50.8,(X),21145,Tdap,Counties,McCracken,,2019,≥18 Years,Overall,43.1,40.3 to 45.8,
1778,0500000US21151,"Madison County, Kentucky",Madison County,Kentucky,21.0,34270,1339,8.7,2.7,5.7,2.2,13.8,3.0,10.7,2.9,11.9,3.4,17.3,3.3,12.1,2.6,11.5,2.2,4.7,1.8,3.5,1.4,49421,2914,68898,7422,33.0,(X),(X),(X),(X),(X),22219,1599,4.8,2.7,1.9,1.2,7.0,2.7,8.6,3.4,11.7,3.6,21.3,4.4,15.6,3.4,16.9,3.0,7.3,2.7,5.1,2.1,68429,6604,85149,7279,(X),(X),33.7,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,78279,4775,N,N,(X),(X),(X),(X),(X),(X),12051,1411,15.9,6.1,13.5,6.1,27.7,6.5,15.5,5.5,10.2,5.1,10.8,4.5,4.1,3.3,1.7,1.8,0,1.4,0.7,1.2,21410,2898,37770,14369,(X),(X),(X),(X),31.3,(X),21151,Pneumococcal,Counties,Madison,,2019,≥65 Years,Overall,74.7,72.7 to 76.6,
1779,0500000US21151,"Madison County, Kentucky",Madison County,Kentucky,21.0,34270,1339,8.7,2.7,5.7,2.2,13.8,3.0,10.7,2.9,11.9,3.4,17.3,3.3,12.1,2.6,11.5,2.2,4.7,1.8,3.5,1.4,49421,2914,68898,7422,33.0,(X),(X),(X),(X),(X),22219,1599,4.8,2.7,1.9,1.2,7.0,2.7,8.6,3.4,11.7,3.6,21.3,4.4,15.6,3.4,16.9,3.0,7.3,2.7,5.1,2.1,68429,6604,85149,7279,(X),(X),33.7,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,78279,4775,N,N,(X),(X),(X),(X),(X),(X),12051,1411,15.9,6.1,13.5,6.1,27.7,6.5,15.5,5.5,10.2,5.1,10.8,4.5,4.1,3.3,1.7,1.8,0,1.4,0.7,1.2,21410,2898,37770,14369,(X),(X),(X),(X),31.3,(X),21151,Td or Tdap,Counties,Madison,,2019,≥18 Years,Overall,73.3,71.6 to 74.9,
1781,0500000US21151,"Madison County, Kentucky",Madison County,Kentucky,21.0,34270,1339,8.7,2.7,5.7,2.2,13.8,3.0,10.7,2.9,11.9,3.4,17.3,3.3,12.1,2.6,11.5,2.2,4.7,1.8,3.5,1.4,49421,2914,68898,7422,33.0,(X),(X),(X),(X),(X),22219,1599,4.8,2.7,1.9,1.2,7.0,2.7,8.6,3.4,11.7,3.6,21.3,4.4,15.6,3.4,16.9,3.0,7.3,2.7,5.1,2.1,68429,6604,85149,7279,(X),(X),33.7,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,78279,4775,N,N,(X),(X),(X),(X),(X),(X),12051,1411,15.9,6.1,13.5,6.1,27.7,6.5,15.5,5.5,10.2,5.1,10.8,4.5,4.1,3.3,1.7,1.8,0,1.4,0.7,1.2,21410,2898,37770,14369,(X),(X),(X),(X),31.3,(X),21151,Pneumococcal,Counties,Madison,,2019,18-64 Years at Increased Risk,Overall,36.3,34.0 to 38.4,
1787,0500000US21151,"Madison County, Kentucky",Madison County,Kentucky,21.0,34270,1339,8.7,2.7,5.7,2.2,13.8,3.0,10.7,2.9,11.9,3.4,17.3,3.3,12.1,2.6,11.5,2.2,4.7,1.8,3.5,1.4,49421,2914,68898,7422,33.0,(X),(X),(X),(X),(X),22219,1599,4.8,2.7,1.9,1.2,7.0,2.7,8.6,3.4,11.7,3.6,21.3,4.4,15.6,3.4,16.9,3.0,7.3,2.7,5.1,2.1,68429,6604,85149,7279,(X),(X),33.7,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,78279,4775,N,N,(X),(X),(X),(X),(X),(X),12051,1411,15.9,6.1,13.5,6.1,27.7,6.5,15.5,5.5,10.2,5.1,10.8,4.5,4.1,3.3,1.7,1.8,0,1.4,0.7,1.2,21410,2898,37770,14369,(X),(X),(X),(X),31.3,(X),21151,Tdap,Counties,Madison,,2019,≥18 Years,Overall,49.3,46.1 to 52.4,
1788,0500000US21185,"Oldham County, Kentucky",Oldham County,Kentucky,21.0,20761,704,2.6,1.6,0.4,0.4,7.2,2.5,2.4,1.6,8.4,2.6,15.6,3.5,13.8,3.6,21.3,3.7,11.9,3.4,16.4,3.3,97968,9014,133900,10646,32.7,(X),(X),(X),(X),(X),17035,884,1.6,1.4,1.0,1.2,3.2,2.2,2.4,1.8,5.8,2.0,16.9,4.4,12.5,3.7,23.5,4.2,13.6,4.0,19.3,3.8,108185,9660,147886,12618,(X),(X),33.6,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,120682,10341,N,N,(X),(X),(X),(X),(X),(X),3726,786,7.4,6.7,0.8,1.4,22.2,9.7,6,5.9,22.4,9.8,18.4,8.8,9,5.3,9.8,5.7,1.2,2,2.8,4.2,42403,7926,59042,16890,(X),(X),(X),(X),26.7,(X),21185,Pneumococcal,Counties,Oldham,,2019,≥65 Years,Overall,73.9,71.7 to 75.9,
1790,0500000US21185,"Oldham County, Kentucky",Oldham County,Kentucky,21.0,20761,704,2.6,1.6,0.4,0.4,7.2,2.5,2.4,1.6,8.4,2.6,15.6,3.5,13.8,3.6,21.3,3.7,11.9,3.4,16.4,3.3,97968,9014,133900,10646,32.7,(X),(X),(X),(X),(X),17035,884,1.6,1.4,1.0,1.2,3.2,2.2,2.4,1.8,5.8,2.0,16.9,4.4,12.5,3.7,23.5,4.2,13.6,4.0,19.3,3.8,108185,9660,147886,12618,(X),(X),33.6,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,120682,10341,N,N,(X),(X),(X),(X),(X),(X),3726,786,7.4,6.7,0.8,1.4,22.2,9.7,6,5.9,22.4,9.8,18.4,8.8,9,5.3,9.8,5.7,1.2,2,2.8,4.2,42403,7926,59042,16890,(X),(X),(X),(X),26.7,(X),21185,Td or Tdap,Counties,Oldham,,2019,≥18 Years,Overall,75.6,74.1 to 77.1,
1794,0500000US21185,"Oldham County, Kentucky",Oldham County,Kentucky,21.0,20761,704,2.6,1.6,0.4,0.4,7.2,2.5,2.4,1.6,8.4,2.6,15.6,3.5,13.8,3.6,21.3,3.7,11.9,3.4,16.4,3.3,97968,9014,133900,10646,32.7,(X),(X),(X),(X),(X),17035,884,1.6,1.4,1.0,1.2,3.2,2.2,2.4,1.8,5.8,2.0,16.9,4.4,12.5,3.7,23.5,4.2,13.6,4.0,19.3,3.8,108185,9660,147886,12618,(X),(X),33.6,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,120682,10341,N,N,(X),(X),(X),(X),(X),(X),3726,786,7.4,6.7,0.8,1.4,22.2,9.7,6,5.9,22.4,9.8,18.4,8.8,9,5.3,9.8,5.7,1.2,2,2.8,4.2,42403,7926,59042,16890,(X),(X),(X),(X),26.7,(X),21185,Pneumococcal,Counties,Oldham,,2019,18-64 Years at Increased Risk,Overall,37.0,35.0 to 38.9,
1797,0500000US21185,"Oldham County, Kentucky",Oldham County,Kentucky,21.0,20761,704,2.6,1.6,0.4,0.4,7.2,2.5,2.4,1.6,8.4,2.6,15.6,3.5,13.8,3.6,21.3,3.7,11.9,3.4,16.4,3.3,97968,9014,133900,10646,32.7,(X),(X),(X),(X),(X),17035,884,1.6,1.4,1.0,1.2,3.2,2.2,2.4,1.8,5.8,2.0,16.9,4.4,12.5,3.7,23.5,4.2,13.6,4.0,19.3,3.8,108185,9660,147886,12618,(X),(X),33.6,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,120682,10341,N,N,(X),(X),(X),(X),(X),(X),3726,786,7.4,6.7,0.8,1.4,22.2,9.7,6,5.9,22.4,9.8,18.4,8.8,9,5.3,9.8,5.7,1.2,2,2.8,4.2,42403,7926,59042,16890,(X),(X),(X),(X),26.7,(X),21185,Tdap,Counties,Oldham,,2019,≥18 Years,Overall,47.8,44.9 to 50.9,
1800,0500000US21227,"Warren County, Kentucky",Warren County,Kentucky,21.0,50489,1542,6.5,2.5,4.8,1.9,9.2,2.5,11.2,2.9,14.8,3.3,20.6,3.4,12.3,2.4,13.1,2.4,3.6,1.2,4.0,1.4,52645,3318,74776,7377,23.8,(X),(X),(X),(X),(X),31315,2024,2.7,1.8,2.0,1.2,6.1,2.9,7.4,2.9,15.2,4.0,23.7,5.4,14.6,3.1,17.2,3.5,5.3,1.9,5.7,2.1,67747,5394,93719,10167,(X),(X),24.1,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76319,7568,N,N,(X),(X),(X),(X),(X),(X),19174,2142,13.9,6.1,9.9,4.7,13.7,3.9,18.2,6.5,15.5,5,14.3,3.9,7.2,2.7,5.9,3.5,0.4,0.6,1.1,1.3,31337,3382,41386,4998,(X),(X),(X),(X),22.1,(X),21227,Pneumococcal,Counties,Warren,,2019,18-64 Years at Increased Risk,Overall,35.7,33.9 to 37.4,
1801,0500000US21227,"Warren County, Kentucky",Warren County,Kentucky,21.0,50489,1542,6.5,2.5,4.8,1.9,9.2,2.5,11.2,2.9,14.8,3.3,20.6,3.4,12.3,2.4,13.1,2.4,3.6,1.2,4.0,1.4,52645,3318,74776,7377,23.8,(X),(X),(X),(X),(X),31315,2024,2.7,1.8,2.0,1.2,6.1,2.9,7.4,2.9,15.2,4.0,23.7,5.4,14.6,3.1,17.2,3.5,5.3,1.9,5.7,2.1,67747,5394,93719,10167,(X),(X),24.1,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76319,7568,N,N,(X),(X),(X),(X),(X),(X),19174,2142,13.9,6.1,9.9,4.7,13.7,3.9,18.2,6.5,15.5,5,14.3,3.9,7.2,2.7,5.9,3.5,0.4,0.6,1.1,1.3,31337,3382,41386,4998,(X),(X),(X),(X),22.1,(X),21227,Td or Tdap,Counties,Warren,,2019,≥18 Years,Overall,69.8,68.3 to 71.4,
1805,0500000US21227,"Warren County, Kentucky",Warren County,Kentucky,21.0,50489,1542,6.5,2.5,4.8,1.9,9.2,2.5,11.2,2.9,14.8,3.3,20.6,3.4,12.3,2.4,13.1,2.4,3.6,1.2,4.0,1.4,52645,3318,74776,7377,23.8,(X),(X),(X),(X),(X),31315,2024,2.7,1.8,2.0,1.2,6.1,2.9,7.4,2.9,15.2,4.0,23.7,5.4,14.6,3.1,17.2,3.5,5.3,1.9,5.7,2.1,67747,5394,93719,10167,(X),(X),24.1,(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76319,7568,N,N,(X),(X),(X),(X),(X),(X),19174,2142,13.9,6.1,9.9,4.7,13.7,3.9,18.2,6.5,15.5,5,14.3,3.9,7.2,2.7,5.9,3.5,0.4,0.6,1.1,1.3,31337,3382,41386,4998,(X),(X),(X),(X),22.1,(X),21227,Pneumococcal,Counties,Warren,,2019,≥65 Years,Overall,74.5,72.8 to 76.2,
